ID	source_form	phon_form	notes	source	cognate_class	reliability	original_cognate_class
048	DZANGEDEL			DyenDB	048-006	A	048-006
050	OR			DyenDB	050-009	A	050-009
051	KAB			DyenDB	051-006	A	051-006
052	PINDZE			DyenDB	052-002	A	052-002
053	GERZEDEL, CALEDEL			DyenDB		A	
054	BAHEDEL, TOJEDEL			DyenDB	054-215	A	054-215
055	GUL			DyenDB	055-003	A	055-003
056	ALVOTEL			DyenDB		A	
057	MIH			DyenDB	057-200	A	057-200
058	PSA			DyenDB	058-202	A	058-202
059	CALOR			DyenDB	059-002	A	059-002
060	JAX KEDEL			DyenDB	060-200	A	060-200
061	MEVA			DyenDB	061-004	A	061-004
063	VERKAVEL			DyenDB		A	
064	SA			DyenDB	064-005	A	064-005
065	VASE			DyenDB	065-012	A	065-012
066	SIN			DyenDB	066-200	A	066-204
067	KULMA			DyenDB	067-008	A	067-008
068	VESTE			DyenDB	068-007	A	068-007
069	LAS			DyenDB	069-202	A	069-202
070	DE			DyenDB		A	
071	SAR			DyenDB	071-205	A	071-205
072	ARVEDEL			DyenDB	072-004	A	072-004
073	ZRE			DyenDB	073-200	A	073-200
074	DRUND			DyenDB	074-004	A	074-004
075	DELTA, DALE			DyenDB	075-002	A	075-002
076	VAHEL			DyenDB	076-004	A	076-004
077	LAREL			DyenDB		A	
079	CENGA			DyenDB	079-202	A	079-202
080	SKAR KAVEL			DyenDB	080-004	A	080-004
081	MERE			DyenDB	081-006	A	081-006
082	ZE			DyenDB	082-200	A	082-200
083	JAX			DyenDB	083-002	A	083-002
084	KA			DyenDB	084-210	A	084-210
085	PE...KI			DyenDB	085-205	A	085-205
086	VAZEL			DyenDB	086-006	A	086-006
088	POHEDEL			DyenDB		A	
089	KUL, GADIR, DZIHIL, DAND, DARJACA			DyenDB	089-206	A	089-207
090	XANDEL			DyenDB	090-010	A	090-010
